0.56288,0.60555,0.5377,0.57006,0.60389,0.5071,0.45639,0.69184,0.5635,0.55994,0.44588,0.5962,0.70749,0.54702,0.44839,0.59433,0.57754,0.52965,0.61404,0.43524,2
0.50301,0.17388,0.47021,0.95062,0.38578,0.46675,0.53748,0.94071,0.48543,0.62373,0.55308,0.61289,0.383,0.51132,0.29908,0.36845,0.4477,0.49356,0.70702,0.38512,1
0.57746,0.50853,0.27745,0.59792,0.50186,0.3842,0.4415,0.44885,0.65625,0.32983,0.51144,0.6748,0.55016,0.73456,0.73276,0.36787,0.60944,0.46453,0.92693,0.27209,1
0.47275,0.38653,0.7958,0.4598,0.2082,0.64867,0.68195,0.57055,0.571,0.4796,0.65476,0.61331,0.37693,0.62862,0.40879,0.6112,0.42105,0.37535,0.45509,0.47727,1
0.59905,0.52505,0.60832,0.60363,0.49519,0.38229,0.68709,0.52546,0.55542,0.50006,0.49444,0.48537,0.47128,0.43478,0.41107,0.55702,0.58807,0.50799,0.56841,0.48753,2
0.55035,0.73025,0.20873,0.3879,0.74896,0.48186,0.62615,0.51928,0.54822,0.36729,0.51549,0.50356,0.65034,0.62774,0.32441,0.36428,0.60913,0.52052,0.88461,0.30596,1
0.68898,0.51263,0.53347,0.51882,0.58891,0.62103,0.59302,0.50987,0.62372,0.33295,0.59092,0.60136,0.65199,0.64492,0.46212,0.54666,0.42937,0.59759,0.48882,0.406,2
0.69061,0.38734,0.46928,0.4859,0.39416,0.50807,0.48041,0.6073,0.45448,0.62899,0.46302,0.44173,0.51572,0.3835,0.51957,0.37726,0.49672,0.76511,0.53082,0.37885,1
0.62176,0.57246,0.53688,0.52419,0.60811,0.48253,0.63929,0.47379,0.57148,0.59044,0.62368,0.50702,0.73209,0.76955,0.70654,0.52631,0.47707,0.51817,0.62493,0.42854,2
0.45967,0.50998,0.60203,0.25008,0.40111,0.69004,0.2216,0.41176,0.46813,0.39214,0.33771,0.39638,0.65103,0.42301,0.79195,0.36447,0.8036,0.53459,0.51561,0.32941,1
0.61844,0.54468,0.69066,0.38727,0.1531,0.50396,0.75975,0.55131,0.25422,0.464,0.68935,0.61406,0.61771,0.48207,0.30696,0.52182,0.60319,0.32409,0.67257,0.63311,1
0.64926,0.58221,0.44587,0.56282,0.59853,0.54951,0.58431,0.49805,0.62641,0.60081,0.56791,0.61207,0.55413,0.56841,0.60739,0.45572,0.54519,0.55004,0.67364,0.44595,2
0.56575,0.59151,0.66072,0.48577,0.45381,0.55929,0.77325,0.49855,0.46941,0.48785,0.492,0.60134,0.62104,0.54192,0.45591,0.39701,0.53775,0.528,0.48552,0.43033,2
