0.4382,0.50575,0.51899,0.25,0,0,0.69863,0.22,1
0.61798,0.44828,0.39241,0.44,0,0,0.76712,0.27,1
0.39326,0.34483,0.21519,0.33,0,0,0.65753,0.28,1
0.25843,0.26437,0.41772,0.11,0,0,0.49315,0.21,1
0.35955,0.29885,0.48101,0.13,0,0,0.56164,0.43,1
0.42697,0.54023,0.27848,0.56,0,0,0.49315,0.22,1
0.35955,0.4023,0.40506,0.18,0,0,0.63014,0.22,1
0.33708,0.32184,0.37975,0.19,0,0,0.78082,0.22,1
0.4382,0.24138,0.43038,0.21,0,0,0.67123,0.22,1
0.37079,0.33333,0.51899,0.14,0,0,0.75343,0.37,1
0.52809,0.41379,0.36709,0.41,0,0,0.78082,0.22,1
0.5618,0.67816,0.12658,0.33,0,0,0.76712,0.22,1
0.34831,0.33333,0.43038,0.31,0,0,0.58904,0.22,1
0.33708,0.41379,0.46835,0.22,0,0,0.71233,0.22,1
0.13483,0.24138,0.25316,0.28,0,0,0.68493,0.27,1
0.49438,0.45977,0.43038,0.46,0,0,0.71233,0.22,1
0.4382,0.47126,0.40506,0.54,0,0,0.69863,0.27,1
0.50562,0.52874,0.40506,0.16,0,0,0.32877,0.42,1
0.66292,0.45977,0.26582,0.22,0,0,0.69863,0.28,1
0.85393,0.39081,0.49367,0.47,0,0,0.80822,0.22,1
0.44944,0.42529,0.41772,0.11,0,0,0.82192,0.22,1
0.55056,0.43678,0.39241,0.45,0,0,0.68493,0.27,1
0.32584,0.41379,0.40506,0.23,0,0,0.60274,0.26,1
0.53933,0.36782,0.46835,0.21,0,0,0.67123,0.22,1
0.37079,0.29885,0.53165,0.11,0,0,0.67123,0.26,1
0.32584,0.6092,0.16456,0.21,0,0,0.71233,0.26,1
0.33708,0.37931,0.46835,0.08,0,0,0.69863,0.28,1
0.13483,0.08046,0.40506,0.2,0,0,0.60274,0.22,1
0.34831,0.17241,0.4557,0.18,0,0,0.57534,0.22,1
0.4382,0.45977,0.3038,0.44,0,0,0.67123,0.22,1
0.59551,0.45977,0.48101,0.14,0,0,0.72603,0.22,1
0.40449,0.39081,0.36709,0.15,0,0,0.68493,0.48,1
0.38202,0.37931,0.43038,0.43,0,0,0.75343,0.38,1
0.5618,0.68966,0.36709,0.58,0,0,0.68493,0.22,1
0.47191,0.45977,0.40506,0.17,0,0,0.67123,0.37,1
0.40449,0.57471,0.56962,0.45,0,0,0.50685,0.11,1
0.33708,0.45977,0.25316,0.15,0,0,0.73973,0.25,1
0.40449,0.27586,0.31646,0.28,0,0,0.71233,0.99,1
0.22472,0.2069,0.41772,0.18,0,0,0.71233,0.29,1
0.25843,0.6092,0.37975,0.16,0,0,0.64384,0.33,1
0.38202,0.47126,0.41772,0.62,0,0,0.72603,0.22,1
0.47191,0.35632,0.32911,0.22,0,0,0.72603,0.22,1
0.41573,0.39081,0.48101,0.41,0,0,0.76712,0.27,1
0.22472,0.42529,0.41772,0.32,0,0,0.72603,0.31,1
0.47191,0.47126,0.27848,0.18,0,0,0.72603,0.31,1
0.49438,0.52874,0.40506,0.15,0,0,0.67123,0.22,1
0.24719,0.37931,0.40506,0.29,0,0,0.68493,0.55,1
0.31461,0.1954,0.44304,0.12,0,0,0.72603,0.38,1
0.55056,0.52874,0.32911,0.47,0,0,0.72603,0.22,1
0.33708,0.44828,0.37975,0.22,0,0,0.71233,0.44,1
0.22472,0.29885,0.43038,0.28,0,0,0.63014,0.31,1
0.51685,0.48276,0.37975,0.18,0,0,0.69863,0.43,1
0.38202,0.47126,0.35443,0.29,0,0,0.67123,0.25,1
0.39326,0.47126,0.63291,0.15,0,0,0.80822,0.22,1
0.46067,0.42529,0.48101,0.31,0,0,0.68493,0.22,1
0.38202,0.34483,0.53165,0.4,0,0,0.80822,0.11,1
0.58427,0.50575,0.48101,0.4,0,0,0.52055,0.22,1
0.49438,0.36782,0.46835,0.25,0,0,0.67123,0.22,1
0.39326,0.55172,0.43038,0.29,0,0,0.67123,0.22,1
0.42697,0.4023,0.31646,0.63,0,0,0.71233,0.22,1
0.40449,0.49425,0.40506,0.44,0,0,0.72603,0.22,1
0.31461,1,0.21519,0.41,0,0,0.68493,0.27,1
0.53933,0.55172,0.16456,0.22,0,0,0.69863,0.22,1
0.68539,0.51724,0.26582,0.28,0,0,0.65753,0.22,1
0.38202,0.36782,0.36709,0.6,0,0,0.67123,0.22,1
0.5618,0.37931,0.29114,0.47,0,0,0.68493,0.37,1
0.55056,0.56322,0.41772,0.11,0,0,0.69863,0.22,1
0.44944,0.29885,0.44304,0.55,0,0,0.63014,0.64,1
0.38202,0.32184,0.40506,0.49,0,0,0.67123,0.31,1
0.2809,0.29885,0.41772,0.16,0,0,0.68493,0.28,1
0.34831,0.45977,0.40506,0.64,0,0,0.64384,0.22,1
0.39326,0.35632,0.40506,0.31,0,0,0.65753,0.22,1
0.67416,0.52874,0.34177,0.43,0,0,0.80822,0.22,1
0.46067,0.45977,0.46835,0.69,0,0,0.68493,0.22,1
0.55056,0.43678,0.49367,0.38,0,1,0.71233,0.24,1
0.53933,0.45977,0.32911,0.26,0,0,0.72603,0.31,1
0.55056,0.54023,0.35443,0.3,0,0,0.72603,0.22,1
0.30337,0.4023,0.37975,0.13,0,0,0.68493,0.32,1
0.24719,0.4023,0.43038,0.16,0,0,0.72603,0.75,1
0.49438,0.39081,0.40506,0.2,0,0,0.54795,0.22,1
0.31461,0.29885,0.43038,0.52,0,0,0.50685,0.16,1
0.48315,0.50575,0.39241,0.19,0,0,0.80822,0.67,1
0.40449,0.5977,0.41772,0.62,0,0,0.72603,0.36,1
0.4382,0.49425,0.53165,0.25,0,0,0.57534,0.22,1
0.24719,0.091954,0.40506,0.15,1,0,0.71233,0.5,1
0.40449,0.49425,0.31646,0.5,0,0,0.69863,0.22,1
0.52809,0.2069,0.49367,0.12,0,0,0.64384,0.33,1
0.37079,0.34483,0.31646,0.28,0,0,0.61644,0.29,1
0.49438,0.37931,0.31646,0.31,0,0,0.79452,0.48,1
0.52809,0.4023,0.44304,0.1,0,0,0.63014,0.25,1
0.33708,0.44828,0.40506,0.41,0,0,0.53425,0.33,1
0.46067,0.42529,0.37975,0.2,0,0,0.69863,0.22,1
0.29213,0.18391,0.3038,0.15,0,0,0.67123,0.22,1
0.50562,0.52874,0.3038,0.15,0,0,0.73973,0.22,1
0.44944,0.47126,0.49367,0.57,0,0,0.79452,0.22,1
0.16854,0.28736,0.39241,0.36,0,0,0.65753,0.56,1
0.37079,0.45977,0.40506,0.37,0,0,0.69863,0.22,1
0.1573,0.26437,0.46835,0.3,0,0,0.79452,0.31,1
0.25843,0.24138,0.50633,0.18,0,0,0.71233,0.32,1
0.51685,0.55172,0.43038,0.67,0,0,0.65753,0.22,1
0.20225,0.31034,0.36709,0.16,0,0,0.69863,0.34,1
0.39326,0.32184,0.36709,0.44,0,0,0.72603,0.22,1
0.24719,0.28736,0.3038,0.19,0,0,0.73973,0.37,1
0.53933,0.51724,0.32911,0.61,0,0,0.60274,0.3,1
0.17977,0.37931,0.39241,0.17,0,0,0.67123,0.44,1
0.47191,0.43678,0.43038,0.05,0,0,0.61644,0.25,1
0.55056,0.47126,0.41772,0.53,0,0,0.71233,0.27,1
0.19101,0.27586,0.50633,0.09,0,0,0.71233,0.55,1
0.51685,0.52874,0.36709,0.58,0,0,0.72603,0.22,1
0.32584,0.44828,0.40506,0.52,0,0,0.69863,0.22,1
0.48315,0.44828,0.53165,0.37,0,0,0.63014,0.22,1
