0.52809,0.35632,0.4557,0.13,0,0,0.73973,0.22,1
0.34831,0.27586,0.48101,0.2,0,0,0.71233,0.29,1
0.61798,0.48276,0.3038,0.19,0,0,0.63014,0.22,1
0.52809,0.3908,0.41772,0.11,0,0,0.69863,0.26,1
0.33708,0.37931,0.48101,0.19,0,0,0.79452,0.27,1
0.39326,0.41379,0.46835,0.23,0,0,0.60274,0.22,1
0.4382,0.47126,0.40506,0.54,0,0,0.69863,0.27,1
0.41573,0.36782,0.43038,0.5,0,0,0.72603,0.22,1
0.24719,0.34483,0.5443,0.16,0,0,0.71233,0.52,1
0.26966,0.44828,0.34177,0.22,0,0,0.35616,0.22,1
0.52809,0.56322,0.41772,0.17,0,0,0.65753,0.22,1
0.26966,0.51724,0.41772,0.16,0,0,0.69863,0.22,1
0.40449,0.21839,0.5443,0.3,0,0,0.86301,0.22,1
0.52809,0.4023,0.37975,0.47,0,0,0.75342,0.22,1
0.59551,0.54023,0.4557,0.19,0,0,0.58904,0.22,1
0.44944,0.24138,0.36709,0.19,0,0,0.68493,0.22,1
0.33708,0.29885,0.29114,0.34,0,0,0.65753,0.4,1
0.34831,0.2069,0.36709,0.15,0,0,0.72603,0.22,1
0.46067,0.49425,0.41772,0.53,0,0,0.61644,0.22,1
0.68539,0.55172,0.20253,0.3,0,0,0.78082,0.22,1
0.34831,0.51724,0.25316,0.65,0,0,0.63014,0.26,1
0.46067,0.73563,0.21519,0.34,0,0,0.69863,0.22,1
0.4382,0.44828,0.49367,0.51,0,0,0.65753,0.22,1
0.47191,0.28736,0.56962,0.25,0,0,0.58904,0.22,1
0.33708,0.36782,0.40506,0.17,0,0,0.69863,0.25,1
0.47191,0.35632,0.37975,0.33,0,0,0.71233,0.22,1
0.47191,0.45977,0.49367,0.13,0,0,0.67123,0.22,1
0.37079,0.63218,0.3038,0.51,0,0,0.71233,0.41,1
0.29213,0.45977,0.31646,0.23,0,0,0.64384,0.22,1
0.49438,0.37931,0.31646,0.31,0,0,0.79452,0.48,1
0.35955,0.47126,0.46835,0.16,0,0,0.68493,0.36,1
0.32584,0.24138,0.39241,0.17,0,0,0.64384,0.51,1
0.55056,0.4023,0.29114,0.52,0,0,0.73973,0.63,1
0.40449,0.36782,0.40506,0.62,0,0,0.63014,0.22,1
0.41573,0.50575,0.36709,0.09,0,0,0.71233,0.42,1
0.5618,0.50575,0.3038,0.21,0,0,0.68493,0.42,1
0.42697,0.27586,0.48101,0.17,0,0,0.69863,0.22,1
0.44944,0.4023,0.46835,0.22,0,0,0.68493,0.28,1
0.20225,0.63218,0.32911,0.26,0,0,0.64384,0.37,1
0.35955,0.29885,0.37975,0.28,0,0,0.54795,0.22,1
0.38202,0.49425,0.37975,0.64,0,0,0.73973,0.22,1
0.4382,0.45977,0.3038,0.44,0,0,0.67123,0.22,1
0.51685,0.55172,0.43038,0.67,0,0,0.65753,0.22,1
0.26966,0.41379,0.32911,0.22,0,0,0.68493,0.28,1
0.4382,0.36782,0.35443,0.3,0,0,0.64384,0.4,1
0.39326,0.32184,0.36709,0.44,0,0,0.72603,0.22,1
0.13483,0.24138,0.25316,0.28,0,0,0.68493,0.27,1
0.51685,0.41379,0.34177,0.16,0,0,0.69863,0.22,1
0.2809,0.35632,0.4557,0.18,0,0,0.57534,0.22,1
0.41573,0.50575,0.39241,0.61,0,0,0.69863,0.22,1
0.37079,0.32184,0.29114,0.13,0,0,0.67123,0.42,1
